time,little,alt,latlon,u,t
2022-10-01T04:00,7,2,11,2,38
2022-10-01T05:00,10,5,22,7,49
2022-10-01T06:00,12,3,28,0,35
2022-10-01T07:00,93,26,122,3,236
2022-10-01T08:00,155,39,243,6,308
2022-10-01T09:00,178,48,275,11,353
2022-10-01T10:00,220,57,295,14,362
2022-10-01T11:00,222,51,312,20,316
2022-10-01T12:00,171,56,357,6,275
2022-10-01T13:00,165,41,217,12,276
2022-10-01T14:00,165,48,203,19,391
2022-10-01T15:00,86,26,102,7,203
2022-10-01T16:00,135,40,174,7,277
2022-10-01T17:00,148,42,183,9,291
2022-10-01T18:00,175,42,170,2,309
2022-10-01T19:00,161,63,156,7,253
2022-10-01T20:00,109,37,120,7,244
2022-10-01T21:00,37,11,47,4,135
2022-10-01T22:00,30,9,31,4,96
2022-10-01T23:00,16,5,9,1,50
2022-10-02T00:00,9,8,21,1,47
2022-10-02T01:00,11,2,6,0,23
2022-10-02T02:00,6,4,30,5,44
2022-10-02T03:00,6,2,5,4,57
2022-10-02T04:00,11,4,21,2,58
2022-10-02T05:00,11,6,26,1,37
2022-10-02T06:00,19,15,43,5,59
2022-10-02T07:00,77,25,127,3,270
2022-10-02T08:00,116,43,193,9,250
2022-10-02T09:00,142,43,285,14,366
2022-10-02T10:00,166,43,240,13,325
2022-10-02T11:00,141,42,162,9,227
2022-10-02T12:00,125,36,180,3,164
2022-10-02T13:00,123,36,168,10,264
2022-10-02T14:00,184,37,160,6,244
2022-10-02T15:00,118,35,136,6,185
2022-10-02T16:00,126,43,148,10,240
2022-10-02T17:00,158,38,230,11,272
2022-10-02T18:00,141,52,175,5,215
2022-10-02T19:00,158,43,162,9,328
2022-10-02T20:00,127,25,188,6,241
2022-10-02T21:00,29,11,55,13,179
2022-10-02T22:00,19,6,31,4,59
2022-10-02T23:00,17,5,32,2,95
2022-10-03T00:00,1,2,0,0,0
2022-10-03T01:00,1,4,0,0,0
2022-10-03T02:00,4,3,3,0,22
2022-10-03T03:00,7,2,3,0,81
2022-10-03T04:00,7,2,10,0,54
2022-10-03T05:00,10,1,21,3,50
2022-10-03T06:00,15,12,34,5,36
2022-10-03T07:00,66,22,105,7,231
2022-10-03T08:00,211,56,241,8,335
2022-10-03T09:00,165,53,223,10,338
2022-10-03T10:00,209,62,330,14,361
2022-10-03T11:00,189,54,294,16,284
2022-10-03T12:00,211,51,256,9,268
2022-10-03T13:00,186,43,218,15,321
2022-10-03T14:00,236,39,174,15,271
2022-10-03T15:00,203,40,171,11,285
2022-10-03T16:00,184,34,163,8,225
2022-10-03T17:00,204,32,184,9,246
2022-10-03T18:00,162,52,182,12,229
2022-10-03T19:00,162,42,189,6,264
2022-10-03T20:00,111,35,155,19,220
2022-10-03T21:00,37,4,100,10,136
2022-10-03T22:00,12,4,29,2,58
2022-10-03T23:00,17,6,21,7,96
2022-10-04T00:00,3,3,1,0,14
2022-10-04T01:00,0,0,0,0,0
2022-10-04T02:00,1,1,6,0,16
2022-10-04T03:00,21,13,38,6,116
2022-10-04T04:00,13,3,6,4,69
2022-10-04T05:00,6,5,26,3,6
2022-10-04T06:00,26,6,32,5,45
2022-10-04T07:00,92,25,95,2,196
2022-10-04T08:00,180,47,173,9,297
2022-10-04T09:00,212,34,203,13,363
2022-10-04T10:00,212,62,243,16,402
2022-10-04T11:00,220,61,267,14,280
2022-10-04T12:00,220,59,203,13,295
2022-10-04T13:00,193,33,205,13,257
2022-10-04T14:00,179,35,198,6,346
2022-10-04T15:00,143,47,219,17,299
2022-10-04T16:00,167,33,180,13,213
2022-10-04T17:00,182,55,167,12,224
2022-10-04T18:00,176,45,200,9,290
2022-10-04T19:00,205,42,151,10,343
2022-10-04T20:00,125,28,156,4,214
2022-10-04T21:00,31,11,59,4,126
2022-10-04T22:00,19,4,32,3,124
2022-10-04T23:00,9,1,17,7,24
2022-10-05T00:00,4,1,4,0,15
2022-10-05T01:00,0,0,0,0,0
2022-10-05T02:00,6,3,2,6,36
2022-10-05T03:00,3,0,4,0,0
2022-10-05T04:00,9,6,18,1,34
2022-10-05T05:00,21,12,37,1,53
2022-10-05T06:00,12,8,6,1,46
2022-10-05T07:00,72,31,102,1,287
2022-10-05T08:00,180,45,186,3,344
2022-10-05T09:00,209,64,200,11,347
2022-10-05T10:00,201,70,270,13,406
2022-10-05T11:00,203,76,307,11,250
2022-10-05T12:00,141,42,193,6,206
2022-10-05T13:00,141,48,186,15,331
2022-10-05T14:00,208,42,170,11,309
2022-10-05T15:00,128,41,263,27,264
2022-10-05T16:00,169,41,212,12,356
2022-10-05T17:00,143,47,199,3,299
2022-10-05T18:00,171,33,207,14,250
2022-10-05T19:00,159,40,155,4,348
2022-10-05T20:00,130,50,200,16,333
2022-10-05T21:00,37,11,61,3,154
2022-10-05T22:00,11,6,46,6,93
2022-10-05T23:00,16,1,7,2,60
2022-10-06T00:00,4,0,7,1,36
2022-10-06T01:00,3,1,14,0,0
2022-10-06T02:00,10,8,9,9,75
2022-10-06T03:00,3,4,4,2,19
2022-10-06T04:00,4,1,3,0,18
2022-10-06T05:00,7,6,5,2,13
2022-10-06T06:00,8,5,3,0,29
2022-10-06T07:00,88,30,82,1,224
2022-10-06T08:00,218,45,169,13,340
2022-10-06T09:00,180,84,232,16,410
2022-10-06T10:00,178,52,201,9,343
2022-10-06T11:00,228,63,305,14,305
2022-10-06T12:00,188,46,197,25,300
2022-10-06T13:00,202,35,142,8,341
2022-10-06T14:00,172,47,227,6,347
2022-10-06T15:00,152,70,237,15,372
2022-10-06T16:00,160,47,241,5,306
2022-10-06T17:00,152,42,189,19,241
2022-10-06T18:00,147,36,161,6,291
2022-10-06T19:00,162,52,129,10,286
2022-10-06T20:00,92,35,138,13,276
2022-10-06T21:00,27,10,73,8,137
2022-10-06T22:00,21,8,44,4,119
2022-10-06T23:00,23,13,16,10,70
2022-10-07T00:00,12,6,15,6,36
2022-10-07T01:00,6,2,15,6,44
2022-10-07T02:00,6,2,3,0,34
2022-10-07T03:00,14,6,38,1,29
2022-10-07T04:00,8,2,5,2,57
2022-10-07T05:00,9,9,11,0,9
2022-10-07T06:00,9,6,7,0,34
2022-10-07T07:00,61,44,88,10,256
2022-10-07T08:00,145,54,233,15,359
2022-10-07T09:00,149,46,191,9,359
2022-10-07T10:00,171,46,212,18,398
2022-10-07T11:00,171,49,267,25,344
2022-10-07T12:00,155,44,223,11,269
2022-10-07T13:00,177,34,127,10,290
2022-10-07T14:00,191,66,161,21,341
2022-10-07T15:00,152,54,225,15,553
2022-10-07T16:00,177,47,170,22,309
2022-10-07T17:00,174,40,189,5,307
2022-10-07T18:00,164,32,113,9,262
2022-10-07T19:00,192,46,192,13,309
2022-10-07T20:00,136,46,190,14,351
2022-10-07T21:00,50,6,59,2,187
2022-10-07T22:00,19,12,35,6,124
2022-10-07T23:00,10,3,18,2,69
2022-10-08T00:00,8,1,1,0,17
2022-10-08T01:00,2,1,0,0,0
2022-10-08T02:00,1,3,7,0,44
2022-10-08T03:00,1,1,0,0,1
2022-10-08T04:00,7,3,10,5,20
2022-10-08T05:00,7,3,7,1,22
2022-10-08T06:00,5,5,2,0,6
2022-10-08T07:00,75,25,84,3,205
2022-10-08T08:00,224,52,184,9,323
2022-10-08T09:00,187,42,197,15,310
2022-10-08T10:00,200,37,182,7,344
2022-10-08T11:00,220,46,232,14,387
2022-10-08T12:00,192,38,210,4,316
2022-10-08T13:00,174,35,209,15,365
2022-10-08T14:00,204,35,210,6,340
2022-10-08T15:00,140,33,189,12,306
2022-10-08T16:00,165,40,185,9,417
2022-10-08T17:00,122,27,192,20,271
2022-10-08T18:00,125,35,161,4,289
2022-10-08T19:00,177,46,146,8,395
2022-10-08T20:00,123,39,154,3,251
2022-10-08T21:00,28,4,50,4,149
2022-10-08T22:00,20,6,52,0,103
2022-10-08T23:00,7,2,7,2,60
2022-10-09T00:00,15,5,13,0,22
2022-10-09T01:00,4,0,1,2,23
2022-10-09T02:00,10,4,4,2,38
2022-10-09T03:00,2,1,0,0,16
2022-10-09T04:00,6,0,6,2,60
2022-10-09T05:00,14,7,20,4,54
2022-10-09T06:00,16,4,16,0,52
2022-10-09T07:00,65,29,127,5,249
2022-10-09T08:00,139,36,217,4,325
2022-10-09T09:00,160,58,215,9,398
2022-10-09T10:00,188,75,239,14,439
2022-10-09T11:00,133,39,228,14,306
2022-10-09T12:00,181,37,201,14,296
2022-10-09T13:00,159,39,187,13,459
2022-10-09T14:00,199,56,151,17,408
2022-10-09T15:00,132,55,191,8,446
2022-10-09T16:00,129,46,152,4,271
2022-10-09T17:00,172,60,154,5,294
2022-10-09T18:00,142,47,194,10,306
2022-10-09T19:00,193,54,210,10,397
2022-10-09T20:00,129,35,132,6,275
2022-10-09T21:00,50,8,33,12,139
2022-10-09T22:00,17,7,47,10,103
2022-10-09T23:00,14,10,19,3,69
2022-10-10T00:00,6,3,1,2,18
2022-10-10T01:00,3,0,6,2,60
2022-10-10T02:00,4,3,3,1,33
2022-10-10T03:00,3,0,3,0,22
2022-10-10T04:00,7,2,25,2,31
2022-10-10T05:00,4,2,5,1,33
2022-10-10T06:00,13,11,19,5,66
2022-10-10T07:00,68,30,100,3,239
2022-10-10T08:00,194,52,196,6,308
2022-10-10T09:00,163,47,183,9,362
2022-10-10T10:00,148,34,184,11,373
2022-10-10T11:00,154,39,134,5,301
2022-10-10T12:00,139,51,156,4,234
2022-10-10T13:00,222,34,120,0,280
2022-10-10T14:00,142,32,114,10,284
2022-10-10T15:00,124,51,207,17,400
2022-10-10T16:00,153,43,191,9,290
2022-10-10T17:00,185,20,128,10,228
2022-10-10T18:00,132,26,149,12,201
2022-10-10T19:00,182,43,141,6,344
2022-10-10T20:00,142,27,146,7,222
2022-10-10T21:00,42,6,45,2,144
2022-10-10T22:00,25,9,37,4,150
2022-10-10T23:00,13,2,15,4,60
2022-10-11T00:00,6,3,17,4,39
2022-10-11T01:00,7,1,13,2,71
2022-10-11T02:00,8,7,3,0,30
2022-10-11T03:00,1,2,2,0,38
2022-10-11T04:00,4,2,6,0,28
2022-10-11T05:00,6,14,15,1,21
2022-10-11T06:00,11,5,16,2,25
2022-10-11T07:00,91,27,112,9,203
2022-10-11T08:00,218,43,131,5,299
2022-10-11T09:00,257,66,197,14,400
2022-10-11T10:00,144,35,139,18,305
2022-10-11T11:00,148,49,241,15,290
2022-10-11T12:00,184,48,206,16,255
2022-10-11T13:00,176,58,170,28,349
2022-10-11T14:00,218,47,271,18,432
2022-10-11T15:00,158,65,228,12,418
2022-10-11T16:00,210,31,222,13,313
2022-10-11T17:00,150,42,207,15,280
2022-10-11T18:00,130,51,213,18,406
2022-10-11T19:00,222,42,188,11,348
2022-10-11T20:00,135,35,153,6,205
2022-10-11T21:00,41,9,33,4,127
2022-10-11T22:00,25,13,35,5,116
2022-10-11T23:00,20,8,32,3,61
2022-10-12T00:00,6,4,17,0,57
2022-10-12T01:00,3,3,1,1,34
2022-10-12T02:00,12,4,13,0,72
2022-10-12T03:00,6,3,7,5,33
2022-10-12T04:00,9,3,6,2,64
2022-10-12T05:00,8,5,16,5,39
2022-10-12T06:00,24,3,20,0,21
2022-10-12T07:00,147,25,117,7,302
2022-10-12T08:00,212,39,217,15,276
2022-10-12T09:00,230,46,247,16,407
2022-10-12T10:00,234,59,215,15,411
2022-10-12T11:00,225,69,313,18,345
2022-10-12T12:00,180,64,260,14,286
2022-10-12T13:00,197,46,281,11,364
2022-10-12T14:00,221,72,198,16,334
2022-10-12T15:00,180,53,226,28,368
2022-10-12T16:00,201,57,345,22,345
2022-10-12T17:00,168,43,214,21,294
2022-10-12T18:00,155,56,247,11,295
2022-10-12T19:00,161,63,155,13,399
2022-10-12T20:00,141,50,183,10,301
2022-10-12T21:00,43,14,57,8,156
2022-10-12T22:00,29,8,61,2,190
2022-10-12T23:00,26,6,34,2,85
2022-10-13T00:00,14,4,9,0,12
2022-10-13T01:00,8,2,8,5,38
2022-10-13T02:00,13,6,24,0,57
2022-10-13T03:00,1,1,0,1,1
2022-10-13T04:00,2,0,6,0,47
2022-10-13T05:00,10,4,14,4,53
2022-10-13T06:00,15,9,33,5,68
2022-10-13T07:00,78,25,93,6,245
2022-10-13T08:00,149,49,162,0,325
2022-10-13T09:00,188,49,259,11,423
2022-10-13T10:00,163,58,284,24,402
2022-10-13T11:00,247,55,289,25,309
2022-10-13T12:00,178,60,221,7,304
2022-10-13T13:00,141,47,238,6,358
2022-10-13T14:00,174,61,258,13,382
2022-10-13T15:00,131,57,267,9,363
2022-10-13T16:00,161,52,266,16,318
2022-10-13T17:00,183,53,246,15,270
2022-10-13T18:00,156,45,219,9,355
2022-10-13T19:00,165,44,176,16,303
2022-10-13T20:00,127,38,184,16,325
2022-10-13T21:00,30,5,49,7,116
2022-10-13T22:00,15,2,33,6,110
2022-10-13T23:00,23,14,52,6,117
2022-10-14T00:00,9,1,13,2,77
2022-10-14T01:00,3,4,17,6,7
2022-10-14T02:00,7,1,10,2,48
2022-10-14T03:00,5,5,1,1,37
2022-10-14T04:00,13,11,36,3,79
2022-10-14T05:00,25,11,46,6,16
2022-10-14T06:00,13,7,21,3,38
2022-10-14T07:00,98,37,110,12,249
2022-10-14T08:00,177,53,201,7,269
2022-10-14T09:00,169,58,336,10,363
2022-10-14T10:00,214,59,299,14,342
2022-10-14T11:00,181,47,315,15,298
2022-10-14T12:00,194,64,256,31,312
2022-10-14T13:00,141,38,248,9,390
2022-10-14T14:00,208,56,252,10,316
2022-10-14T15:00,144,62,278,25,429
2022-10-14T16:00,208,40,179,33,221
2022-10-14T17:00,196,29,211,21,294
2022-10-14T18:00,167,43,210,18,362
2022-10-14T19:00,170,42,180,18,373
2022-10-14T20:00,154,58,143,6,247
2022-10-14T21:00,36,9,91,6,146
2022-10-14T22:00,19,6,40,5,107
2022-10-14T23:00,13,2,19,7,161
2022-10-15T00:00,8,4,12,3,52
2022-10-15T01:00,7,5,16,3,37
2022-10-15T02:00,7,3,5,0,8
2022-10-15T03:00,16,9,23,5,79
2022-10-15T04:00,8,2,4,5,36
2022-10-15T05:00,11,5,7,2,63
2022-10-15T06:00,17,4,41,0,50
2022-10-15T07:00,77,25,126,6,240
2022-10-15T08:00,206,44,165,7,267
2022-10-15T09:00,131,35,209,16,350
2022-10-15T10:00,215,59,243,14,400
2022-10-15T11:00,181,59,236,25,400
2022-10-15T12:00,199,47,193,9,247
2022-10-15T13:00,190,44,173,19,285
2022-10-15T14:00,164,49,179,9,363
2022-10-15T15:00,108,47,171,11,288
2022-10-15T16:00,135,39,150,9,342
2022-10-15T17:00,170,46,217,12,290
2022-10-15T18:00,136,34,181,15,258
2022-10-15T19:00,170,38,155,15,329
2022-10-15T20:00,111,31,183,4,293
2022-10-15T21:00,32,13,37,6,141
2022-10-15T22:00,22,9,63,2,87
2022-10-15T23:00,9,5,22,7,80
2022-10-16T00:00,9,8,20,0,2
2022-10-16T01:00,11,6,12,2,27
2022-10-16T02:00,6,6,22,6,71
2022-10-16T03:00,21,7,39,4,177
2022-10-16T04:00,5,1,7,0,31
2022-10-16T05:00,5,8,11,1,10
2022-10-16T06:00,10,10,12,3,52
2022-10-16T07:00,96,37,189,13,289
2022-10-16T08:00,185,38,219,15,344
2022-10-16T09:00,132,56,241,7,370
2022-10-16T10:00,192,67,271,23,393
2022-10-16T11:00,181,34,239,16,268
2022-10-16T12:00,158,48,280,9,312
2022-10-16T13:00,180,35,163,13,233
2022-10-16T14:00,212,51,236,15,347
2022-10-16T15:00,147,51,247,18,275
2022-10-16T16:00,165,51,235,16,332
2022-10-16T17:00,192,59,290,17,322
2022-10-16T18:00,193,54,223,19,224
2022-10-16T19:00,158,40,217,14,382
2022-10-16T20:00,128,50,164,10,310
2022-10-16T21:00,42,15,67,11,229
2022-10-16T22:00,12,6,25,2,66
2022-10-16T23:00,24,9,39,7,142
2022-10-17T00:00,7,0,6,0,36
2022-10-17T01:00,11,3,23,4,18
2022-10-17T02:00,11,2,26,3,74
2022-10-17T03:00,18,6,31,4,191
2022-10-17T04:00,8,4,16,4,105
2022-10-17T05:00,1,0,3,0,6
2022-10-17T06:00,11,5,19,8,15
2022-10-17T07:00,85,35,112,6,262
2022-10-17T08:00,213,56,188,13,331
2022-10-17T09:00,181,41,220,12,413
2022-10-17T10:00,189,72,290,17,472
2022-10-17T11:00,185,32,225,19,310
2022-10-17T12:00,187,45,206,20,335
2022-10-17T13:00,188,46,210,19,395
2022-10-17T14:00,229,56,224,10,337
2022-10-17T15:00,132,63,247,20,348
2022-10-17T16:00,170,34,214,14,334
2022-10-17T17:00,128,58,215,13,361
2022-10-17T18:00,127,57,170,17,346
2022-10-17T19:00,181,46,190,5,334
2022-10-17T20:00,136,56,219,18,375
2022-10-17T21:00,72,16,72,5,160
2022-10-17T22:00,22,9,45,3,121
2022-10-17T23:00,16,4,27,1,66
2022-10-18T00:00,5,1,5,4,44
2022-10-18T01:00,3,0,2,2,21
2022-10-18T02:00,7,3,2,4,30
2022-10-18T03:00,5,2,5,1,41
2022-10-18T04:00,10,6,12,2,57
2022-10-18T05:00,8,6,30,4,28
2022-10-18T06:00,11,15,21,0,18
2022-10-18T07:00,96,25,103,1,278
2022-10-18T08:00,192,35,236,24,367
2022-10-18T09:00,181,60,199,17,477
2022-10-18T10:00,202,64,213,8,377
2022-10-18T11:00,207,50,234,16,271
2022-10-18T12:00,170,51,292,15,289
2022-10-18T13:00,152,38,206,11,381
2022-10-18T14:00,195,59,212,15,434
2022-10-18T15:00,147,50,222,18,553
2022-10-18T16:00,179,44,195,11,392
2022-10-18T17:00,157,62,235,18,258
2022-10-18T18:00,179,48,183,10,338
2022-10-18T19:00,176,58,181,19,432
2022-10-18T20:00,132,36,167,10,320
2022-10-18T21:00,46,16,83,14,206
2022-10-18T22:00,26,11,65,3,190
2022-10-18T23:00,17,7,22,7,125
2022-10-19T00:00,5,4,3,0,23
2022-10-19T01:00,18,4,12,1,66
2022-10-19T02:00,3,0,7,0,13
2022-10-19T03:00,2,2,10,5,11
2022-10-19T04:00,7,2,7,1,16
2022-10-19T05:00,20,9,31,1,29
2022-10-19T06:00,26,4,13,0,43
2022-10-19T07:00,103,22,103,7,234
2022-10-19T08:00,183,41,151,15,265
2022-10-19T09:00,193,60,206,15,437
2022-10-19T10:00,197,63,261,16,431
2022-10-19T11:00,234,56,208,30,312
2022-10-19T12:00,185,87,282,18,309
2022-10-19T13:00,193,42,247,16,324
2022-10-19T14:00,157,47,220,13,375
2022-10-19T15:00,136,45,212,8,349
2022-10-19T16:00,160,49,262,17,425
2022-10-19T17:00,161,55,230,21,330
2022-10-19T18:00,196,41,177,9,307
2022-10-19T19:00,132,47,180,7,351
2022-10-19T20:00,133,38,144,4,314
2022-10-19T21:00,30,9,45,4,129
2022-10-19T22:00,18,2,36,1,97
2022-10-19T23:00,18,8,33,11,87
2022-10-20T00:00,9,2,22,2,36
2022-10-20T01:00,1,0,0,0,0
2022-10-20T02:00,1,2,10,0,26
2022-10-20T03:00,10,8,18,5,23
2022-10-20T04:00,6,3,13,0,28
2022-10-20T05:00,3,1,16,4,10
2022-10-20T06:00,11,6,27,3,14
2022-10-20T07:00,70,23,95,4,209
2022-10-20T08:00,153,41,198,9,302
2022-10-20T09:00,183,62,406,16,392
2022-10-20T10:00,196,68,410,17,395
2022-10-20T11:00,244,68,336,20,297
2022-10-20T12:00,137,61,220,18,238
2022-10-20T13:00,174,36,179,13,208
2022-10-20T14:00,167,60,347,19,430
2022-10-20T15:00,163,57,238,7,304
2022-10-20T16:00,156,41,214,15,317
2022-10-20T17:00,138,42,237,15,318
2022-10-20T18:00,154,64,235,20,354
2022-10-20T19:00,167,51,192,9,284
2022-10-20T20:00,111,35,183,15,247
2022-10-20T21:00,43,22,75,11,171
2022-10-20T22:00,35,6,30,7,66
2022-10-20T23:00,13,4,15,4,104
2022-10-21T00:00,15,2,7,5,50
2022-10-21T01:00,0,0,0,0,0
2022-10-21T02:00,7,3,11,0,15
2022-10-21T03:00,16,8,70,10,82
2022-10-21T04:00,10,2,6,2,44
2022-10-21T05:00,23,6,33,8,71
2022-10-21T06:00,10,5,20,2,28
2022-10-21T07:00,91,29,123,7,285
2022-10-21T08:00,189,51,244,3,318
2022-10-21T09:00,192,62,238,16,373
2022-10-21T10:00,228,60,239,8,352
2022-10-21T11:00,192,75,325,15,310
2022-10-21T12:00,211,69,249,12,265
2022-10-21T13:00,183,46,244,12,405
2022-10-21T14:00,248,52,278,12,382
2022-10-21T15:00,147,64,251,18,336
2022-10-21T16:00,199,38,155,8,244
2022-10-21T17:00,169,65,273,22,327
2022-10-21T18:00,180,54,221,20,373
2022-10-21T19:00,167,54,144,13,326
2022-10-21T20:00,149,51,248,7,392
2022-10-21T21:00,53,11,63,3,194
2022-10-21T22:00,31,8,80,4,112
2022-10-21T23:00,18,8,22,5,118
2022-10-22T00:00,11,7,18,3,109
2022-10-22T01:00,8,2,15,2,23
2022-10-22T02:00,4,1,19,6,24
2022-10-22T03:00,7,5,15,6,101
2022-10-22T04:00,10,2,27,1,72
2022-10-22T05:00,12,11,14,8,61
2022-10-22T06:00,9,8,20,0,33
2022-10-22T07:00,75,29,127,2,252
2022-10-22T08:00,205,40,286,5,361
2022-10-22T09:00,149,44,353,15,494
2022-10-22T10:00,217,49,348,23,547
2022-10-22T11:00,189,48,299,17,390
2022-10-22T12:00,206,37,206,9,233
2022-10-22T13:00,190,49,182,4,392
2022-10-22T14:00,166,30,123,8,288
2022-10-22T15:00,113,52,203,9,318
2022-10-22T16:00,181,35,189,3,371
2022-10-22T17:00,213,36,130,11,357
2022-10-22T18:00,840,98,241,8,294
2022-10-22T19:00,784,77,208,9,329
2022-10-22T20:00,694,61,173,25,295
2022-10-22T21:00,156,16,45,6,225
2022-10-22T22:00,80,8,21,0,129
2022-10-22T23:00,106,8,57,8,138
2022-10-23T00:00,51,10,28,8,37
2022-10-23T01:00,20,0,15,3,31
2022-10-23T02:00,9,0,3,0,30
2022-10-23T03:00,53,6,32,3,130
2022-10-23T04:00,94,18,74,9,151
2022-10-23T05:00,54,13,36,12,25
2022-10-23T06:00,57,13,36,1,41
2022-10-23T07:00,252,46,124,2,291
2022-10-23T08:00,914,58,232,8,298
2022-10-23T09:00,580,62,214,10,428
2022-10-23T10:00,937,62,217,20,391
2022-10-23T11:00,692,45,196,21,227
2022-10-23T12:00,673,62,247,9,257
2022-10-23T13:00,800,44,189,13,296
2022-10-23T14:00,812,71,179,20,364
2022-10-23T15:00,580,66,219,5,271
2022-10-23T16:00,698,74,168,9,242
2022-10-23T17:00,614,39,210,5,298
2022-10-23T18:00,766,57,213,4,288
2022-10-23T19:00,764,51,143,6,365
2022-10-23T20:00,556,35,153,6,242
2022-10-23T21:00,176,19,82,5,238
2022-10-23T22:00,115,13,38,4,89
2022-10-23T23:00,50,6,11,2,77
2022-10-24T00:00,47,4,9,3,59
2022-10-24T01:00,31,8,19,1,24
2022-10-24T02:00,2,0,2,0,14
2022-10-24T03:00,26,2,3,3,3
2022-10-24T04:00,0,0,0,0,0
2022-10-24T05:00,42,4,23,7,26
2022-10-24T06:00,85,14,64,9,28
2022-10-24T07:00,313,29,80,4,214
2022-10-24T08:00,903,63,243,6,405
2022-10-24T09:00,806,64,274,18,390
2022-10-24T10:00,920,95,264,18,426
2022-10-24T11:00,846,61,277,15,269
2022-10-24T12:00,716,75,261,14,336
2022-10-24T13:00,802,60,187,12,290
2022-10-24T14:00,850,83,260,23,405
2022-10-24T15:00,578,71,253,5,231
2022-10-24T16:00,844,65,322,26,521
2022-10-24T17:00,680,61,292,15,311
2022-10-24T18:00,728,39,226,11,312
2022-10-24T19:00,812,73,282,23,431
2022-10-24T20:00,701,87,257,14,449
2022-10-24T21:00,222,30,67,9,153
2022-10-24T22:00,162,19,54,8,141
2022-10-24T23:00,59,18,22,6,89
2022-10-25T00:00,17,3,1,2,15
2022-10-25T01:00,9,1,4,1,21
2022-10-25T02:00,22,5,4,3,41
2022-10-25T03:00,7,2,1,0,19
2022-10-25T04:00,29,3,6,2,16
2022-10-25T05:00,34,20,6,0,17
2022-10-25T06:00,59,16,29,6,27
2022-10-25T07:00,368,34,120,1,234
2022-10-25T08:00,855,39,224,7,355
2022-10-25T09:00,825,61,190,19,390
2022-10-25T10:00,965,69,242,10,379
2022-10-25T11:00,960,80,367,18,407
2022-10-25T12:00,881,86,285,22,303
2022-10-25T13:00,913,76,244,25,358
2022-10-25T14:00,991,80,423,15,422
2022-10-25T15:00,754,74,283,17,413
2022-10-25T16:00,938,78,245,17,361
2022-10-25T17:00,603,74,264,11,233
2022-10-25T18:00,805,63,238,10,380
2022-10-25T19:00,819,64,172,13,393
2022-10-25T20:00,616,43,227,14,306
2022-10-25T21:00,220,13,66,11,141
2022-10-25T22:00,74,7,53,6,51
2022-10-25T23:00,104,11,45,0,110
2022-10-26T00:00,62,14,29,3,23
2022-10-26T01:00,27,1,6,0,30
2022-10-26T02:00,23,0,6,3,45
2022-10-26T03:00,39,4,24,4,51
2022-10-26T04:00,36,6,14,2,53
2022-10-26T05:00,73,4,15,0,28
2022-10-26T06:00,72,13,38,0,44
2022-10-26T07:00,387,47,150,2,259
2022-10-26T08:00,1064,76,393,13,408
2022-10-26T09:00,1014,105,412,8,507
2022-10-26T10:00,864,77,438,22,399
2022-10-26T11:00,992,90,432,21,350
2022-10-26T12:00,1020,85,372,17,327
2022-10-26T13:00,739,61,216,14,330
2022-10-26T14:00,959,52,296,22,427
2022-10-26T15:00,791,90,387,19,316
2022-10-26T16:00,795,55,276,15,320
2022-10-26T17:00,905,76,270,19,363
2022-10-26T18:00,955,102,314,15,422
2022-10-26T19:00,904,73,259,21,392
2022-10-26T20:00,679,51,232,9,303
2022-10-26T21:00,160,19,36,6,103
2022-10-26T22:00,131,11,42,6,108
2022-10-26T23:00,27,2,7,5,87
2022-10-27T00:00,18,1,13,3,35
2022-10-27T01:00,68,10,20,1,46
2022-10-27T02:00,19,2,5,7,43
2022-10-27T03:00,22,2,18,3,31
2022-10-27T04:00,20,4,12,0,71
2022-10-27T05:00,49,3,19,1,29
2022-10-27T06:00,69,12,28,17,107
2022-10-27T07:00,370,62,135,11,275
2022-10-27T08:00,958,85,253,17,362
2022-10-27T09:00,1172,103,463,22,471
2022-10-27T10:00,1233,112,377,27,380
2022-10-27T11:00,1017,89,327,22,314
2022-10-27T12:00,1037,95,295,19,344
2022-10-27T13:00,1009,81,226,20,430
2022-10-27T14:00,862,85,324,10,344
2022-10-27T15:00,813,89,276,18,462
2022-10-27T16:00,887,70,282,11,293
2022-10-27T17:00,677,46,257,22,279
2022-10-27T18:00,862,55,244,10,361
2022-10-27T19:00,888,92,232,20,351
2022-10-27T20:00,673,78,217,13,321
2022-10-27T21:00,210,21,83,11,127
2022-10-27T22:00,153,13,53,10,102
2022-10-27T23:00,48,9,12,3,69
2022-10-28T00:00,43,11,12,4,67
2022-10-28T01:00,55,5,20,0,49
2022-10-28T02:00,20,5,4,0,23
2022-10-28T03:00,6,3,6,0,18
2022-10-28T04:00,46,4,26,13,70
2022-10-28T05:00,95,7,40,5,8
2022-10-28T06:00,60,9,38,1,48
2022-10-28T07:00,358,47,131,9,264
2022-10-28T08:00,1074,104,295,12,291
2022-10-28T09:00,979,88,308,38,524
2022-10-28T10:00,1078,101,241,9,361
2022-10-28T11:00,941,67,306,16,256
2022-10-28T12:00,1041,87,326,35,376
2022-10-28T13:00,781,64,192,16,294
2022-10-28T14:00,1024,94,285,19,389
2022-10-28T15:00,829,91,307,16,316
2022-10-28T16:00,836,75,220,19,357
2022-10-28T17:00,700,87,235,8,263
2022-10-28T18:00,902,84,245,6,292
2022-10-28T19:00,813,72,192,19,369
2022-10-28T20:00,687,73,208,7,228
